Actual files generated - Train: 4000, Validation: 999
Total images after generation: 4999
Newly generated images: 0
         71743757 function calls (58335338 primitive calls) in 469.998 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       54    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      182    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       50    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      242    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      204    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       96    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      107    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      157    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      758    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
      580    0.002    0.000    0.002    0.000 {method 'remove' of 'collections.deque' objects}
       50    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      294    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       79    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       50    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       52    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       29    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      162    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      160    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      182    0.001    0.000    0.001    0.000 {method 'update' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       86    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      100    0.004    0.000    0.004    0.000 {method 'write' of '_io.BytesIO' objects}
11048206/10598890    7.456    0.000   12.030    0.000 {method 'write' of '_io.TextIOWrapper' objects}



D:\Projects\OCR-LEARNIGN-PROJECT\OCR-PROJECT_OLD>
